RCH,AREAkm2,FLOW_OUTcms,MINP_OUTkg,ORGP_OUTkg,总磷负荷,系数1,总磷浓度,体积,Cs,K,环境容量1,系数2,环境容量2,环境容量3,系数4,环境容量4,系数5,环境容量
120,1.08E+02,1.77 ,6.89E+02,1.83E+04,1.90E+04,0.0000317098 ,0.341 ,33019.7023916288,0.2,0.05,-0.249377777777778,86400,0.00382172481384593,-0.245556052963932,86.4,-21.2160429760837,0.365,-7.74385568627057
121,9.66E+02,16.80 ,2.61E+04,1.74E+05,2.00E+05,0.0000317098 ,0.378 ,2038296.85314446,0.2,0.05,-2.99305682394724,86400,0.235913987632461,-2.75714283631478,86.4,-238.217141057597,0.365,-86.9492564860228
122,1.01E+03,15.51 ,1.99E+04,1.57E+05,1.77E+05,0.0000317098 ,0.362 ,1307652.79428342,0.2,0.05,-2.51665804160325,86400,0.151348703042063,-2.36530933856119,86.4,-204.362726851687,0.365,-74.5923953008656
123,4.92E+02,8.00 ,7.71E+03,7.69E+04,8.46E+04,0.0000317098 ,0.335 ,1470523.06133505,0.2,0.05,-1.08254104515474,86400,0.17019942839526,-0.912341616759484,86.4,-78.8263156880195,0.365,-28.7716052261271
124,2.05E+03,33.26 ,5.34E+04,3.36E+05,3.90E+05,0.0000317098 ,0.372 ,5200622.32685665,0.2,0.05,-5.70435464231355,86400,0.601923880423224,-5.10243076189033,86.4,-440.850017827324,0.365,-160.910256506973
125,7.88E+02,12.12 ,1.51E+04,1.27E+05,1.42E+05,0.0000317098 ,0.371 ,1538879.66717341,0.2,0.05,-2.06991171993912,86400,0.178111072589515,-1.8918006473496,86.4,-163.451575931006,0.365,-59.6598252148171
126,1.10E+02,1.60 ,3.04E+02,2.27E+04,2.30E+04,0.0000317098 ,0.456 ,5925.30124003767,0.2,0.05,-0.409658396752918,86400,0.00068579875463399,-0.408972597998284,86.4,-35.3352324670517,0.365,-12.8973598504739
127,4.66E+02,7.32 ,8.88E+03,7.44E+04,8.33E+04,0.0000317098 ,0.361 ,2919296.40948026,0.2,0.05,-1.17581095890411,86400,0.33788152887503,-0.83792943002908,86.4,-72.3971027545126,0.365,-26.4249425053971
128,6.42E+02,10.00 ,1.16E+04,1.03E+05,1.14E+05,0.0000317098 ,0.362 ,429020.716824916,0.2,0.05,-1.62320953830543,86400,0.0496551755584394,-1.57355436274699,86.4,-135.95509694134,0.365,-49.6236103835891
129,1.63E+02,2.48 ,1.14E+03,2.80E+04,2.91E+04,0.0000317098 ,0.372 ,132128.410980623,0.2,0.05,-0.427096499238965,86400,0.0152926401597943,-0.411803859079171,86.4,-35.5798534244404,0.365,-12.9866464999207
130,2.07E+02,4.40 ,4.63E+03,5.22E+04,5.69E+04,0.0000317098 ,0.410 ,437687.279892384,0.2,0.05,-0.92419928970066,86400,0.0506582499875445,-0.873541039713116,86.4,-75.4739458312132,0.365,-27.5479902283928
131,3.96E+02,8.36 ,5.99E+03,8.34E+04,8.94E+04,0.0000317098 ,0.339 ,1797368.19201739,0.2,0.05,-1.16165043125317,86400,0.208028725927939,-0.953621705325234,86.4,-82.3929153401002,0.365,-30.0734140991366
132,1.82E+04,365.80 ,1.49E+06,2.16E+06,3.65E+06,0.0000317098 ,0.316 ,67101046.797656,0.2,0.05,-42.5807407407408,86400,7.76632486083982,-34.814415879901,86.4,-3007.96553202344,0.365,-1097.90741918856
133,1.21E+02,1.96 ,1.79E+03,1.97E+04,2.15E+04,0.0000317098 ,0.349 ,30038.4347663931,0.2,0.05,-0.291838660578387,86400,0.00347667069055476,-0.288361989887832,86.4,-24.9144759263087,0.365,-9.09378371310267
134,1.16E+02,1.88 ,1.13E+03,1.91E+04,2.02E+04,0.0000317098 ,0.340 ,1213.58452999589,0.2,0.05,-0.264445154743785,86400,0.000140461172453228,-0.264304693571332,86.4,-22.8359255245631,0.365,-8.33511281646552
135,2.95E+03,47.58 ,8.02E+04,4.75E+05,5.55E+05,0.0000317098 ,0.370 ,12056116.6486879,0.2,0.05,-8.093398782344,86400,1.39538387137591,-6.69801491096808,86.4,-578.708488307642,0.365,-211.228598232289
136,1.84E+04,367.80 ,1.50E+06,2.18E+06,3.67E+06,0.0000317098 ,0.317 ,11277004.8059229,0.2,0.05,-42.9100659563674,86400,1.30520888957441,-41.604857066793,86.4,-3594.65965057091,0.365,-1312.05077245838
137,7.69E+02,16.22 ,2.30E+04,1.70E+05,1.93E+05,0.0000317098 ,0.378 ,2669326.72216996,0.2,0.05,-2.88740537798072,86400,0.308949852103005,-2.57845552587772,86.4,-222.778557435835,0.365,-81.3141734640797
138,1.11E+02,2.33 ,3.84E+03,2.86E+04,3.24E+04,0.0000317098 ,0.441 ,106356.705787046,0.2,0.05,-0.561533840690005,86400,0.0123098039105377,-0.549224036779468,86.4,-47.452956777746,0.365,-17.3203292238773
139,1.01E+02,1.68 ,1.03E+03,2.16E+04,2.26E+04,0.0000317098 ,0.428 ,14658.1571440887,0.2,0.05,-0.381704718417047,86400,0.00169654596575101,-0.380008172451296,86.4,-32.832706099792,0.365,-11.9839377264241
140,2.13E+04,415.80 ,1.60E+06,2.63E+06,4.23E+06,0.0000317098 ,0.323 ,29543460.304168,0.2,0.05,-51.0358396752918,86400,3.41938197964907,-47.6164576956427,86.4,-4114.06194490353,0.365,-1501.63260988979
141,5.10E+02,8.24 ,8.60E+03,7.73E+04,8.59E+04,0.0000317098 ,0.330 ,298518.303548329,0.2,0.05,-1.07407590055809,86400,0.0345507295773529,-1.03952517098074,86.4,-89.8149747727359,0.365,-32.7824657920486
142,9.30E+02,19.50 ,2.87E+04,2.10E+05,2.39E+05,0.0000317098 ,0.389 ,683311.093463449,0.2,0.05,-3.6757864028412,86400,0.0790869321138251,-3.59669947072737,86.4,-310.754834270845,0.365,-113.425514508858
143,2.39E+02,4.99 ,6.78E+03,5.49E+04,6.17E+04,0.0000317098 ,0.392 ,849516.272383968,0.2,0.05,-0.959113647894471,86400,0.0983236426370334,-0.860790005257437,86.4,-74.3722564542426,0.365,-27.1458736057985
144,2.19E+04,424.50 ,1.64E+06,2.68E+06,4.32E+06,0.0000317098 ,0.323 ,36277987.4689317,0.2,0.05,-52.0863013698631,86400,4.19884114223747,-47.8874602276256,86.4,-4137.47656366685,0.365,-1510.1789457384
145,1.17E+02,1.96 ,7.38E+02,2.35E+04,2.42E+04,0.0000317098 ,0.392 ,83950.2253681672,0.2,0.05,-0.375707204464739,86400,0.0097164612694638,-0.365990743195275,86.4,-31.6216002120718,0.365,-11.5418840774062
146,2.21E+04,428.30 ,1.66E+06,2.71E+06,4.37E+06,0.0000317098 ,0.323 ,17856407.5241395,0.2,0.05,-52.8483713850838,86400,2.06671383381244,-50.7816575512713,86.4,-4387.53521242984,0.365,-1601.45035253689
147,4.03E+02,6.47 ,6.54E+03,5.54E+04,6.20E+04,0.0000317098 ,0.304 ,1163339.74113221,0.2,0.05,-0.671646067985794,86400,0.134645803371784,-0.537000264614011,86.4,-46.3968228626505,0.365,-16.9348403448674
148,1.94E+02,2.94 ,2.03E+03,3.01E+04,3.21E+04,0.0000317098 ,0.346 ,525455.8224468,0.2,0.05,-0.43066732623034,86400,0.0608166461165278,-0.369850680113813,86.4,-31.9550987618334,0.365,-11.6636110480692
149,1.02E+02,1.74 ,1.12E+03,1.28E+04,1.39E+04,0.0000317098 ,0.253 ,27835.0149019949,0.2,0.05,-0.0921196854388637,86400,0.00322164524328645,-0.0888980401955773,86.4,-7.68079067289787,0.365,-2.80348859560772
150,1.10E+02,1.85 ,1.17E+03,2.05E+04,2.16E+04,0.0000317098 ,0.372 ,67077.5883863896,0.2,0.05,-0.31723160832065,86400,0.00776360976694324,-0.309467998553706,86.4,-26.7380350750402,0.365,-9.75938280238969
151,2.23E+04,432.00 ,1.71E+06,2.69E+06,4.40E+06,0.0000317098 ,0.323 ,49731014.2227214,0.2,0.05,-53.2499238964993,86400,5.75590442392609,-47.4940194725732,86.4,-4103.48328243033,0.365,-1497.77139808707
152,1.34E+02,2.51 ,1.71E+03,3.57E+04,3.74E+04,0.0000317098 ,0.473 ,154528.265601455,0.2,0.05,-0.684841349568747,86400,0.0178852159260943,-0.666956133642653,86.4,-57.6250099467252,0.365,-21.0331286305547
153,2.25E+04,434.50 ,1.72E+06,2.72E+06,4.44E+06,0.0000317098 ,0.324 ,2641047.72064478,0.2,0.05,-53.9231861998986,86400,0.305676819519072,-53.6175093803795,86.4,-4632.55281046479,0.365,-1690.88177581965
154,2.28E+04,439.30 ,1.77E+06,2.73E+06,4.50E+06,0.0000317098 ,0.325 ,46606440.7277552,0.2,0.05,-54.7389345509894,86400,5.39426397311982,-49.3446705778696,86.4,-4263.37953792793,0.365,-1556.13353134369
155,2.29E+04,441.30 ,1.78E+06,2.75E+06,4.52E+06,0.0000317098 ,0.325 ,1858590.58624154,0.2,0.05,-55.1316793505835,86400,0.215114651185363,-54.9165646993981,86.4,-4744.791190028,0.365,-1731.84878436022
156,1.02E+02,1.97 ,1.50E+03,2.14E+04,2.29E+04,0.0000317098 ,0.369 ,18678.480115313,0.2,0.05,-0.331632166412989,86400,0.00216186112445752,-0.329470305288531,86.4,-28.4662343769291,0.365,-10.3901755475791
157,1.39E+03,28.53 ,5.46E+04,2.96E+05,3.50E+05,0.0000317098 ,0.389 ,6540759.32509987,0.2,0.05,-5.40511111111112,86400,0.757032329293967,-4.64807878181715,86.4,-401.594006749002,0.365,-146.581812463386
158,2.45E+04,473.60 ,1.89E+06,3.03E+06,4.92E+06,0.0000317098 ,0.329 ,41402555.1386648,0.2,0.05,-61.2921765601218,86400,4.79196240030843,-56.5002141598134,86.4,-4881.61850340788,0.365,-1781.79075374388
159,1.92E+02,3.25 ,2.98E+03,3.59E+04,3.89E+04,0.0000317098 ,0.379 ,388060.238359771,0.2,0.05,-0.582835261288686,86400,0.0449143794397883,-0.537920881848898,86.4,-46.4763641917448,0.365,-16.9638729299868
160,2.31E+04,444.60 ,1.81E+06,2.75E+06,4.56E+06,0.0000317098 ,0.325 ,41147788.7369339,0.2,0.075,-55.6766514459666,86400,7.14371332238436,-48.5329381235822,86.4,-4193.2458538775,0.365,-1530.53473666529
